gamma,Re L,Im L,|L|
61.6154,-1940.449434,-1435.575587,2413.756671
61.6354,-2022.550592,-1335.489444,2423.683757
61.6554,-2099.356023,-1230.827774,2433.563790
61.6754,-2170.612549,-1121.878066,2443.392975
61.6954,-2236.082942,-1008.941814,2453.167444
61.7154,-2295.546706,-892.333611,2462.883261
61.7354,-2348.800795,-772.380210,2472.536423
61.7554,-2395.660284,-649.419531,2482.122866
61.7754,-2435.958985,-523.799647,2491.638466
61.7954,-2469.550002,-395.877726,2501.079044
61.8155,-2496.306222,-266.018943,2510.440366
61.8355,-2516.120754,-134.595372,2519.718151
61.8555,-2528.907293,-1.984846,2528.908072
61.8755,-2534.600431,131.430197,2538.005761
61.8955,-2533.155892,265.263882,2547.006812
61.9155,-2524.550706,399.128086,2555.906786
61.9355,-2508.783318,532.633625,2564.701214
61.9555,-2485.873622,665.391455,2573.385602
61.9755,-2455.862938,797.013863,2581.955435
61.9955,-2418.813911,927.115665,2590.406183
62.0155,-2374.810349,1055.315392,2598.733301
62.0355,-2323.956994,1181.236467,2606.932239
62.0555,-2266.379224,1304.508362,2614.998442
62.0755,-2202.222694,1424.767746,2622.927357
62.0955,-2131.652909,1541.659602,2630.714438
62.1155,-2054.854738,1654.838327,2638.355147
62.1355,-1972.031865,1763.968792,2645.844964
62.1555,-1883.406180,1868.727381,2653.179387
62.1755,-1789.217115,1968.802986,2660.353939
62.1955,-1689.720927,2063.897968,2667.364173
62.2156,-1585.189920,2153.729071,2674.205675
62.2356,-1475.911624,2238.028296,2680.874069
62.2556,-1362.187926,2316.543722,2687.365022
62.2756,-1244.334153,2389.040285,2693.674251
62.2956,-1122.678114,2455.300492,2699.797521
62.3156,-997.559106,2515.125090,2705.730657
62.3356,-869.326877,2568.333675,2711.469543
62.3556,-738.340571,2614.765238,2717.010130
62.3756,-604.967625,2654.278658,2722.348439
62.3956,-469.582659,2686.753123,2727.480562
62.4156,-332.566329,2712.088494,2732.402672
62.4356,-194.304177,2730.205606,2737.111025
62.4556,-55.185451,2741.046492,2741.601960
62.4756,84.398074,2744.574559,2745.871910
62.4956,224.053286,2740.774676,2749.917399
62.5156,363.386929,2729.653214,2753.735051
62.5356,502.006797,2711.238007,2757.321591
62.5556,639.522917,2685.578250,2760.673848
62.5756,775.548732,2652.744331,2763.788762
62.5956,909.702266,2612.827598,2766.663382
62.6157,1041.607276,2565.940058,2769.294874
62.6357,1170.894383,2512.214014,2771.680521
62.6557,1297.202179,2451.801642,2773.817727
62.6757,1420.178311,2384.874499,2775.704021
62.6957,1539.480534,2311.622983,2777.337057
62.7157,1654.777725,2232.255724,2778.714619
62.7357,1765.750870,2146.998927,2779.834623
62.7557,1872.094007,2056.095659,2780.695116
62.7757,1973.515122,1959.805084,2781.294286
62.7957,2069.737007,1858.401651,2781.630453
62.8157,2160.498069,1752.174236,2781.702080
62.8357,2245.553085,1641.425242,2781.507771
62.8557,2324.673906,1526.469654,2781.046273
62.8757,2397.650109,1407.634067,2780.316477
62.8957,2464.289589,1285.255668,2779.317418
62.9157,2524.419094,1159.681199,2778.048280
62.9357,2577.884701,1031.265885,2776.508393
62.9557,2624.552228,900.372342,2774.697236
62.9757,2664.307586,767.369465,2772.614436
62.9957,2697.057068,632.631300,2770.259769
63.0158,2722.727570,496.535901,2767.633163
63.0358,2741.266755,359.464177,2764.734692
63.0558,2752.643141,221.798743,2761.564583
63.0758,2756.846135,83.922756,2758.123210
63.0958,2753.885994,-53.781241,2754.411097
63.1158,2743.793729,-190.932461,2750.428918
63.1358,2726.620934,-327.153025,2746.177492
63.1558,2702.439563,-462.069080,2741.657788
63.1758,2671.341640,-595.311914,2736.870920
63.1958,2633.438903,-726.519048,2731.818146
63.2158,2588.862397,-855.335304,2726.500870
63.2358,2537.762002,-981.413841,2720.920636
63.2558,2480.305908,-1104.417174,2715.079131
63.2758,2416.680030,-1224.018144,2708.978180
63.2958,2347.087378,-1339.900866,2702.619746
63.3158,2271.747372,-1451.761630,2696.005926
63.3358,2190.895105,-1559.309762,2689.138950
63.3558,2104.780569,-1662.268442,2682.021181
63.3758,2013.667834,-1760.375473,2674.655109
63.3958,1917.834184,-1853.384006,2667.043350
63.4159,1817.569218,-1941.063207,2659.188643
63.4359,1713.173922,-2023.198879,2651.093848
63.4559,1604.959698,-2099.594020,2642.761942
63.4759,1493.247381,-2170.069335,2634.196018
63.4959,1378.366216,-2234.463683,2625.399279
63.5159,1260.652823,-2292.634466,2616.375037
63.5359,1140.450143,-2344.457963,2607.126707
63.5559,1018.106368,-2389.829600,2597.657809
63.5759,893.973861,-2428.664156,2587.971957
63.5959,768.408068,-2460.895917,2578.072861
63.6159,641.766429,-2486.478757,2567.964321
63.6359,514.407284,-2505.386162,2557.650225
63.6559,386.688785,-2517.611200,2547.134542
63.6759,258.967819,-2523.166418,2536.421319
63.6959,131.598931,-2522.083686,2525.514679
63.7159,4.933270,-2514.413977,2514.418817
63.7359,-120.682453,-2500.227099,2503.137991
63.7559,-244.906986,-2479.611354,2491.676524
63.7759,-367.405533,-2452.673153,2480.038794
63.7959,-487.850725,-2419.536573,2468.229235
63.8160,-605.923562,-2380.342863,2456.252330
63.8360,-721.314321,-2335.249895,2444.112605
63.8560,-833.723435,-2284.431573,2431.814627
63.8760,-942.862325,-2228.077188,2419.362999
63.8960,-1048.454200,-2166.390737,2406.762355
63.9160,-1150.234812,-2099.590196,2394.017358
63.9360,-1247.953165,-2027.906750,2381.132690
63.9560,-1341.372180,-1951.584000,2368.113053
63.9760,-1430.269310,-1870.877120,2354.963163
63.9960,-1514.437106,-1786.051996,2341.687742
64.0160,-1593.683731,-1697.384331,2328.291520
64.0360,-1667.833419,-1605.158729,2314.779225
64.0560,-1736.726885,-1509.667757,2301.155581
64.0760,-1800.221676,-1411.210985,2287.425305
64.0960,-1858.192468,-1310.094017,2273.593099
64.1160,-1910.531306,-1206.627508,2259.663650
64.1360,-1957.147786,-1101.126170,2245.641622
64.1560,-1997.969183,-993.907778,2231.531655
64.1760,-2032.940523,-885.292169,2217.338358
64.1960,-2062.024591,-775.600247,2203.066308
64.2161,-2085.201894,-665.152987,2188.720044
64.2361,-2102.470554,-554.270456,2174.304066
64.2561,-2113.846164,-443.270833,2159.822826
64.2761,-2119.361571,-332.469457,2145.280729
64.2961,-2119.066619,-222.177875,2130.682131
64.3161,-2113.027836,-112.702930,2116.031329
64.3361,-2101.328070,-4.345854,2101.332564
64.3561,-2084.066078,102.598602,2086.590015
64.3761,-2061.356064,207.843014,2071.807796
64.3961,-2033.327180,311.108098,2056.989954
64.4161,-2000.122974,412.123496,2042.140467
64.4361,-1961.900804,510.628515,2027.263240
64.4561,-1918.831209,606.372838,2012.362102
64.4761,-1871.097251,699.117193,1997.440806
64.4961,-1818.893810,788.633978,1982.503025
64.5161,-1762.426863,874.707841,1967.552351
64.5361,-1701.912721,957.136226,1952.592293
64.5561,-1637.577251,1035.729854,1937.626276
64.5761,-1569.655068,1110.313178,1922.657636
64.5961,-1498.388709,1180.724771,1907.689626
64.6162,-1424.027789,1246.817676,1892.725406
64.6362,-1346.828146,1308.459701,1877.768049
64.6562,-1267.050970,1365.533665,1862.820537
64.6762,-1184.961925,1417.937594,1847.885761
64.6962,-1100.830270,1465.584860,1832.966520
64.7162,-1014.927971,1508.404277,1818.065524
64.7362,-927.528816,1546.340142,1803.185387
64.7562,-838.907539,1579.352222,1788.328634
64.7762,-749.338940,1607.415701,1773.497697
64.7962,-659.097023,1630.521062,1758.694919
64.8162,-568.454142,1648.673937,1743.922551
64.8362,-477.680166,1661.894897,1729.182752
64.8562,-387.041654,1670.219203,1714.477596
64.8762,-296.801056,1673.696506,1699.809066
64.8962,-207.215938,1672.390509,1685.179058
64.9162,-118.538226,1666.378583,1670.589385
64.9362,-31.013480,1655.751344,1656.041772
64.9562,55.119797,1640.612192,1641.537863
64.9762,139.630832,1621.076811,1627.079222
64.9962,222.297206,1597.272637,1612.667332
65.0163,302.905452,1569.338294,1598.303599
65.0363,381.251617,1537.422999,1583.989354
65.0563,457.141780,1501.685934,1569.725852
65.0763,530.392535,1462.295606,1555.514282
65.0963,600.831429,1419.429169,1541.355757
65.1163,668.297364,1373.271735,1527.251330
65.1363,732.640947,1324.015667,1513.201984
65.1563,793.724810,1271.859853,1499.208644
65.1763,851.423868,1217.008966,1485.272173
65.1963,905.625552,1159.672726,1471.393377
65.2163,956.229978,1100.065138,1457.573010
65.2363,1003.150088,1038.403741,1443.811770
65.2563,1046.311734,974.908843,1430.110309
65.2763,1085.653723,909.802767,1416.469231
65.2963,1121.127816,843.309094,1402.889093
65.3163,1152.698686,775.651913,1389.370415
65.3363,1180.343826,707.055084,1375.913674
65.3563,1204.053425,637.741505,1362.519312
65.3763,1223.830191,567.932399,1349.187735
65.3963,1239.689144,497.846615,1335.919319
65.4164,1251.657367,427.699944,1322.714409
65.4364,1259.773712,357.704459,1309.573322
65.4564,1264.088483,288.067876,1296.496353
65.4764,1264.663071,218.992940,1283.483771
65.4964,1261.569568,150.676837,1270.535826
65.5164,1254.890344,83.310630,1257.652748
65.5364,1244.717590,17.078733,1244.834752
65.5564,1231.152846,-47.841589,1232.082037
65.5764,1214.306493,-111.280693,1219.394789
65.5964,1194.297229,-173.076985,1206.773183
65.6164,1171.251519,-233.077321,1194.217383
65.6364,1145.303028,-291.137371,1181.727547
65.6564,1116.592042,-347.121944,1169.303824
65.6764,1085.264869,-400.905279,1156.946360
65.6964,1051.473230,-452.371293,1144.655293
65.7164,1015.373644,-501.413795,1132.430762
65.7364,977.126802,-547.936663,1120.272902
65.7564,936.896939,-591.853977,1108.181846
65.7764,894.851202,-633.090117,1096.157730
65.7964,851.159019,-671.579821,1084.200688
65.8165,805.991470,-707.268210,1072.310856
65.8365,759.520667,-740.110764,1060.488372
65.8565,711.919131,-770.073274,1048.733377
65.8765,663.359189,-797.131750,1037.046017
65.8965,614.012375,-821.272296,1025.426438
65.9165,564.048847,-842.490947,1013.874794
65.9365,513.636821,-860.793480,1002.391240
65.9565,462.942017,-876.195185,990.975940
65.9765,412.127132,-888.720608,979.629059
65.9965,361.351323,-898.403270,968.350771
66.0165,310.769723,-905.285347,957.141254
66.0365,260.532973,-909.417332,946.000694
66.0565,210.786785,-910.857670,934.929283
66.0765,161.671526,-909.672372,923.927219
66.0965,113.321837,-905.934601,912.994709
66.1165,65.866272,-899.724248,902.131968
66.1365,19.426972,-891.127485,891.339218
66.1565,-25.880628,-880.236305,880.616693
66.1765,-69.948068,-867.148045,869.964634
66.1965,-112.674093,-851.964902,859.383294
66.2166,-153.964858,-834.793440,848.872938
66.2366,-193.734091,-815.744086,838.433844
66.2566,-231.903236,-794.930621,828.066304
66.2766,-268.401549,-772.469677,817.770624
66.2966,-303.166173,-748.480218,807.547128
66.3166,-336.142176,-723.083034,797.396160
66.3366,-367.282554,-696.400235,787.318081
66.3566,-396.548212,-668.554747,777.313279
66.3766,-423.907900,-639.669821,767.382165
66.3966,-449.338131,-609.868542,757.525177
66.4166,-472.823065,-579.273358,747.742786
66.4366,-494.354364,-548.005615,738.035495
66.4566,-513.931018,-516.185111,728.403844
66.4766,-531.559150,-483.929660,718.848416
66.4966,-547.251789,-451.354681,709.369839
66.5166,-561.028626,-418.572795,699.968787
66.5366,-572.915742,-385.693454,690.645993
66.5566,-582.945319,-352.822585,681.402246
66.5766,-591.155328,-320.062252,672.238400
66.5966,-597.589203,-287.510353,663.155380
66.6167,-602.295496,-255.260331,654.154188
66.6367,-605.327519,-223.400918,645.235907
66.6567,-606.742972,-192.015895,636.401711
66.6767,-606.603561,-161.183893,627.652872
66.6967,-604.974608,-130.978207,618.990765
66.7167,-601.924651,-101.466645,610.416878
66.7367,-597.525039,-72.711404,601.932820
66.7567,-591.849526,-44.768971,593.540329
66.7767,-584.973863,-17.690056,585.241283
66.7967,-576.975384,8.480451,577.037704
66.8167,-567.932601,33.703497,568.931776
66.8367,-557.924800,57.945849,560.925845
66.8567,-547.031640,81.180056,553.022438
66.8767,-535.332764,103.384384,545.224265
66.8967,-522.907414,124.542726,537.534235
66.9167,-509.834057,144.644486,529.955463
66.9367,-496.190025,163.684438,522.491279
66.9567,-482.051169,181.662567,515.145240
66.9767,-467.491523,198.583881,507.921137
66.9967,-452.582985,214.458212,500.823006
67.0168,-437.395023,229.299989,493.855132
67.0368,-421.994388,243.127996,487.022059
67.0568,-406.444853,255.965113,480.328593
67.0768,-390.806972,267.838047,473.779811
67.0968,-375.137861,278.777037,467.381056
67.1168,-359.490995,288.815560,461.137944
67.1368,-343.916036,297.990017,455.056359
67.1568,-328.458680,306.339414,449.142451
67.1768,-313.160528,313.905035,443.402624
67.1968,-298.058980,320.730109,437.843531
67.2168,-283.187157,326.859470,432.472055
67.2368,-268.573843,332.339221,427.295293
67.2568,-254.243455,337.216392,422.320529
67.2768,-240.216037,341.538597,417.555215
67.2968,-226.507272,345.353699,413.006927
67.3168,-213.128530,348.709478,408.683337
67.3368,-200.086927,351.653299,404.592166
67.3568,-187.385413,354.231796,400.741136
67.3768,-175.022885,356.490556,397.137919
67.3968,-162.994312,358.473820,393.790078
67.4169,-151.290893,360.224193,390.705009
67.4369,-139.900223,361.782366,387.889872
67.4569,-128.806487,363.186852,385.351529
67.4769,-117.990667,364.473743,383.096471
67.4969,-107.430764,365.676475,381.130756
67.5169,-97.102045,366.825618,379.459934
67.5369,-86.977288,367.948682,378.088986
67.5569,-77.027057,369.069940,377.022265
67.5769,-67.219973,370.210276,376.263436
67.5969,-57.523009,371.387050,375.815430
67.6169,-47.901781,372.613990,375.680404
67.6369,-38.320854,373.901099,375.859707
67.6569,-28.744049,375.254590,376.353860
67.6769,-19.134757,376.676843,377.162542
67.6969,-9.456254,378.166383,378.284594
67.7169,0.327987,379.717882,379.718024
67.7369,10.253981,381.322186,381.460029
67.7569,20.356917,382.966362,383.507025
67.7769,30.670854,384.633769,385.854685
67.7969,41.228419,386.304154,388.497982
67.8170,52.060514,387.953763,391.431245
67.8370,63.196027,389.555483,394.648214
67.8570,74.661561,391.078996,398.142097
67.8770,86.481172,392.490955,401.905639
67.8970,98.676115,393.755187,405.931180
67.9170,111.264610,394.832900,410.210717
67.9370,124.261624,395.682921,414.735970
67.9570,137.678664,396.261942,419.498440
67.9770,151.523594,396.524782,424.489461
67.9970,165.800471,396.424666,429.700258
68.0170,180.509393,395.913511,435.121993
68.0370,195.646375,394.942230,440.745810
68.0570,211.203248,393.461040,446.562875
68.0770,227.167571,391.419778,452.564413
68.0970,243.522577,388.768229,458.741737
68.1170,260.247130,385.456454,465.086278
68.1370,277.315717,381.435121,471.589608
68.1570,294.698457,376.655844,478.243458
68.1770,312.361134,371.071515,485.039737
68.1970,330.265256,364.636639,491.970545
68.2171,348.368138,357.307665,499.028183
68.2371,366.623007,349.043313,506.205159
68.2571,384.979130,339.804891,513.494201
68.2771,403.381969,329.556611,520.888254
68.2971,421.773352,318.265890,528.380485
68.3171,440.091672,305.903640,535.964287
68.3371,458.272102,292.444551,543.633273
68.3571,476.246836,277.867357,551.381281
68.3771,493.945344,262.155082,559.202369
68.3971,511.294650,245.295276,567.090814
68.4171,528.219622,227.280233,575.041106
68.4371,544.643284,208.107186,583.047947
68.4571,560.487143,187.778483,591.106248
68.4771,575.671520,166.301743,599.211122
68.4971,590.115909,143.689990,607.357884
68.5171,603.739330,119.961763,615.542040
68.5371,616.460709,95.141201,623.759291
68.5571,628.199248,69.258104,632.005522
68.5771,638.874815,42.347974,640.276800
68.5971,648.408333,14.452020,648.569369
68.6172,656.722169,-14.382852,656.879649
68.6372,663.740530,-44.104084,665.204226
68.6572,669.389858,-74.653531,673.539851
68.6772,673.599214,-105.967558,681.883439
68.6972,676.300670,-137.977158,690.232057
68.7172,677.429690,-170.608100,698.582929
68.7372,676.925498,-203.781101,706.933425
68.7572,674.731448,-237.412024,715.281061
68.7772,670.795374,-271.412103,723.623496
68.7972,665.069931,-305.688187,731.958524
68.8172,657.512920,-340.143016,740.284075
68.8372,648.087602,-374.675510,748.598209
68.8572,636.762991,-409.181086,756.899113
68.8772,623.514123,-443.551997,765.185099
68.8972,608.322319,-477.677685,773.454597
68.9172,591.175410,-511.445157,781.706156
68.9372,572.067953,-544.739377,789.938435
68.9572,551.001414,-577.443672,798.150207
68.9772,527.984332,-609.440155,806.340349
68.9972,503.032452,-640.610158,814.507840
69.0173,476.168832,-670.834678,822.651763
69.0373,447.423930,-699.994832,830.771291
69.0573,416.835649,-727.972319,838.865696
69.0773,384.449364,-754.649887,846.934334
69.0973,350.317916,-779.911809,854.976650
69.1173,314.501575,-803.644352,862.992169
69.1373,277.067974,-825.736256,870.980497
69.1573,238.092013,-846.079208,878.941314
69.1773,197.655735,-864.568307,886.874369
69.1973,155.848162,-881.102532,894.779482
69.2173,112.765120,-895.585201,902.656537
69.2373,68.509011,-907.924412,910.505476
69.2573,23.188578,-918.033486,918.326299
69.2773,-23.081375,-925.831391,926.119061
69.2973,-70.180279,-931.243146,933.883862
69.3173,-117.982132,-934.200217,941.620852
69.3373,-166.355853,-934.640892,949.330220
69.3573,-215.165655,-932.510634,957.012195
69.3773,-264.271455,-927.762412,964.667039
69.3973,-313.529297,-920.357014,972.295045
69.4174,-362.791793,-910.263330,979.896533
69.4374,-411.908598,-897.458611,987.471848
69.4574,-460.726885,-881.928700,995.021354
69.4774,-509.091852,-863.668238,1002.545430
69.4974,-556.847236,-842.680833,1010.044469
69.5174,-603.835837,-818.979207,1017.518874
69.5374,-649.900066,-792.585304,1024.969053
69.5574,-694.882486,-763.530372,1032.395418
69.5774,-738.626372,-731.855006,1039.798378
69.5974,-780.976272,-697.609162,1047.178342
69.6174,-821.778571,-660.852134,1054.535709
69.6374,-860.882058,-621.652499,1061.870871
69.6574,-898.138492,-580.088027,1069.184208
69.6774,-933.403161,-536.245554,1076.476082
69.6974,-966.535442,-490.220823,1083.746841
69.7174,-997.399348,-442.118291,1090.996812
69.7374,-1025.864073,-392.050901,1098.226299
69.7574,-1051.804513,-340.139818,1105.435584
69.7774,-1075.101791,-286.514138,1112.624920
69.7974,-1095.643748,-231.310562,1119.794534
69.8175,-1113.325432,-174.673033,1126.944625
69.8375,-1128.049556,-116.752356,1134.075356
69.8575,-1139.726942,-57.705772,1141.186864
69.8775,-1148.276937,2.303481,1148.279247
69.8975,-1153.627808,63.106643,1155.352573
69.9175,-1155.717107,124.529928,1162.406871
69.9375,-1154.492010,186.395045,1169.442138
69.9575,-1149.909624,248.519745,1176.458332
69.9775,-1141.937265,310.718379,1183.455376
69.9975,-1130.552701,372.802483,1190.433157
70.0175,-1115.744364,434.581377,1197.391523
70.0375,-1097.511528,495.862778,1204.330290
70.0575,-1075.864442,556.453423,1211.249235
70.0775,-1050.824442,616.159713,1218.148102
70.0975,-1022.424010,674.788349,1225.026600
70.1175,-990.706806,732.146986,1231.884405
70.1375,-955.727659,788.044893,1238.721159
70.1575,-917.552511,842.293599,1245.536477
70.1775,-876.258336,894.707557,1252.329942
70.1975,-831.933009,945.104791,1259.101107
70.2176,-784.675144,993.307547,1265.849504
70.2376,-734.593884,1039.142928,1272.574634
70.2576,-681.808661,1082.443526,1279.275981
70.2776,-626.448915,1123.048034,1285.953005
70.2976,-568.653777,1160.801855,1292.605147
70.3176,-508.571714,1195.557681,1299.231833
70.3376,-446.360138,1227.176059,1305.832475
70.3576,-382.184986,1255.525938,1312.406471
70.3776,-316.220259,1280.485190,1318.953211
70.3976,-248.647533,1301.941102,1325.472078
70.4176,-179.655445,1319.790849,1331.962448
70.4376,-109.439139,1333.941929,1338.423697
70.4576,-38.199693,1344.312574,1344.855201
70.4776,33.856480,1350.832125,1351.256338
70.4976,106.518260,1353.441373,1357.626491
70.5176,179.570462,1352.092863,1363.965051
70.5376,252.794504,1346.751165,1370.271419
70.5576,325.969085,1337.393105,1376.545009
70.5776,398.870888,1324.007955,1382.785251
70.5976,471.275288,1306.597581,1388.991589
70.6177,542.957070,1285.176558,1395.163490
70.6377,613.691162,1259.772235,1401.300441
70.6577,683.253367,1230.424762,1407.401954
70.6777,751.421101,1197.187073,1413.467566
70.6977,817.974131,1160.124823,1419.496842
70.7177,882.695308,1119.316290,1425.489377
70.7377,945.371306,1074.852225,1431.444798
70.7577,1005.793337,1026.835664,1437.362765
70.7777,1063.757874,975.381698,1443.242971
70.7977,1119.067348,920.617200,1449.085145
70.8177,1171.530840,862.680506,1454.889056
70.8377,1220.964752,801.721065,1460.654508
70.8577,1267.193454,737.899042,1466.381344
70.8777,1310.049923,671.384883,1472.069449
70.8977,1349.376341,602.358848,1477.718745
70.9177,1385.024678,531.010502,1483.329199
70.9377,1416.857245,457.538173,1488.900813
70.9577,1444.747211,382.148383,1494.433635
70.9777,1468.579097,305.055238,1499.927752
70.9977,1488.249224,226.479795,1505.383290
71.0178,1503.666137,146.649405,1510.800417
71.0378,1514.750983,65.797021,1516.179339
71.0578,1521.437851,-15.839509,1521.520301
71.0778,1523.674078,-98.018171,1526.823584
71.0978,1521.420502,-180.493536,1532.089508
71.1178,1514.651683,-263.017520,1537.318424
71.1378,1503.356075,-345.340168,1542.510719
71.1578,1487.536150,-427.210439,1547.666810
71.1778,1467.208485,-508.377001,1552.787144
71.1978,1442.403797,-588.589040,1557.872193
71.2178,1413.166931,-667.597061,1562.922458
71.2378,1379.556809,-745.153692,1567.938460
71.2578,1341.646321,-821.014496,1572.920740
71.2778,1299.522181,-894.938761,1577.869857
71.2978,1253.284729,-966.690294,1582.786383
71.3178,1203.047690,-1036.038202,1587.670905
71.3378,1148.937891,-1102.757660,1592.524013
71.3578,1091.094926,-1166.630656,1597.346307
71.3778,1029.670785,-1227.446732,1602.138385
71.3978,964.829438,-1285.003690,1606.900846
71.4179,896.746375,-1339.108284,1611.634281
71.4379,825.608109,-1389.576880,1616.339276
71.4579,751.611641,-1436.236090,1621.016399
71.4779,674.963889,-1478.923381,1625.666207
71.4979,595.881075,-1517.487639,1630.289235
71.5179,514.588088,-1551.789711,1634.885993
71.5379,431.317811,-1581.702906,1639.456964
71.5579,346.310419,-1607.113452,1644.002601
71.5779,259.812651,-1627.920922,1648.523321
71.5979,172.077061,-1644.038612,1653.019502
71.6179,83.361235,-1655.393882,1657.491479
71.6379,-6.072994,-1661.928444,1661.939540
71.6579,-95.960364,-1663.598611,1666.363925
71.6779,-186.033005,-1660.375500,1670.764819
71.6979,-276.021282,-1652.245184,1675.142351
71.7179,-365.654635,-1639.208796,1679.496588
71.7379,-454.662437,-1621.282590,1683.827535
71.7579,-542.774848,-1598.497946,1688.135131
71.7779,-629.723668,-1570.901331,1692.419242
71.7979,-715.243200,-1538.554207,1696.679665
71.8180,-799.071091,-1501.532896,1700.916120
71.8380,-880.949176,-1459.928388,1705.128249
71.8580,-960.624308,-1413.846108,1709.315617
71.8780,-1037.849179,-1363.405633,1713.477703
71.8980,-1112.383112,-1308.740361,1717.613903
71.9180,-1183.992851,-1249.997137,1721.723530
71.9380,-1252.453315,-1187.335829,1725.805805
71.9580,-1317.548338,-1120.928869,1729.859865
71.9780,-1379.071375,-1050.960745,1733.884755
71.9980,-1436.826181,-977.627453,1737.879429
72.0180,-1490.627462,-901.135915,1741.842751
72.0380,-1540.301491,-821.703358,1745.773494
72.0580,-1585.686679,-739.556654,1749.670337
72.0780,-1626.634126,-654.931632,1753.531871
72.0980,-1663.008115,-568.072360,1757.356594
72.1180,-1694.686575,-479.230395,1761.142912
72.1380,-1721.561496,-388.664006,1764.889145
72.1580,-1743.539305,-296.637384,1768.593522
72.1780,-1760.541188,-203.419814,1772.254184
72.1980,-1772.503371,-109.284847,1775.869190
72.2181,-1779.377355,-14.509441,1779.436511
72.2381,-1781.130093,80.626896,1782.954038
72.2581,-1777.744125,175.842988,1786.419584
72.2781,-1769.217665,270.856867,1789.830882
72.2981,-1755.564627,365.386661,1793.185593
72.3181,-1736.814612,459.151479,1796.481305
72.3381,-1713.012839,551.872295,1799.715537
72.3581,-1684.220021,643.272830,1802.885746
72.3781,-1650.512202,733.080422,1805.989323
72.3981,-1611.980534,821.026891,1809.023603
72.4181,-1568.731012,906.849380,1811.985868
72.4381,-1520.884156,990.291197,1814.873348
72.4581,-1468.574645,1071.102618,1817.683225
72.4781,-1411.950916,1149.041688,1820.412643
72.4981,-1351.174700,1223.874979,1823.058703
72.5181,-1286.420532,1295.378337,1825.618477
72.5381,-1217.875210,1363.337590,1828.089005
72.5581,-1145.737212,1427.549227,1830.467305
72.5781,-1070.216088,1487.821044,1832.750374
72.5981,-991.531796,1543.972753,1834.935194
72.6182,-909.914027,1595.836553,1837.018737
72.6382,-825.601475,1643.257660,1838.997970
72.6582,-738.841097,1686.094800,1840.869860
72.6782,-649.887337,1724.220647,1842.631377
72.6982,-559.001325,1757.522234,1844.279503
72.7182,-466.450058,1785.901297,1845.811231
72.7382,-372.505560,1809.274592,1847.223576
72.7582,-277.444026,1827.574144,1848.513576
72.7782,-181.544955,1840.747467,1849.678298
72.7982,-85.090268,1848.757712,1850.714843
72.8182,11.636580,1851.583784,1851.620350
72.8382,108.351486,1849.220399,1852.392002
72.8582,204.770599,1841.678086,1853.027029
72.8782,300.611210,1828.983148,1853.522715
72.8982,395.592639,1811.177565,1853.876400
72.9182,489.437115,1788.318847,1854.085486
72.9382,581.870651,1760.479842,1854.147440
72.9582,672.623898,1727.748486,1854.059799
72.9782,761.432990,1690.227513,1853.820175
72.9982,848.040365,1648.034112,1853.426258
73.0183,932.195570,1601.299541,1852.875819
73.0383,1013.656040,1550.168693,1852.166717
73.0583,1092.187847,1494.799620,1851.296896
73.0783,1167.566427,1435.363015,1850.264399
73.0983,1239.577268,1372.041652,1849.067359
73.1183,1308.016576,1305.029792,1847.704013
73.1383,1372.691890,1234.532548,1846.172699
73.1583,1433.422670,1160.765218,1844.471860
73.1783,1490.040848,1083.952585,1842.600048
73.1983,1542.391323,1004.328191,1840.555924
73.2183,1590.332431,922.133576,1838.338264
73.2383,1633.736358,837.617503,1835.945960
73.2583,1672.489510,751.035152,1833.378019
73.2783,1706.492844,662.647299,1830.633571
73.2983,1735.662137,572.719481,1827.711863
73.3183,1759.928218,481.521137,1824.612270
73.3383,1779.237146,389.324753,1821.334287
73.3583,1793.550341,296.404988,1817.877537
73.3783,1802.844655,203.037796,1814.241770
73.3983,1807.112410,109.499555,1810.426860
73.4184,1806.361368,16.066181,1806.432815
73.4384,1800.614661,-76.987735,1802.259767
73.4584,1789.910668,-169.389803,1797.907980
73.4784,1774.302846,-260.870684,1793.377847
73.4984,1753.859505,-351.164939,1788.669890
73.5184,1728.663543,-440.011855,1783.784762
73.5384,1698.812129,-527.156261,1778.723243
73.5584,1664.416345,-612.349315,1773.486243
73.5784,1625.600777,-695.349273,1768.074800
73.5984,1582.503069,-775.922234,1762.490079
73.6184,1535.273436,-853.842851,1756.733372
73.6384,1484.074131,-928.895017,1750.806094
73.6584,1429.078883,-1000.872515,1744.709788
73.6784,1370.472290,-1069.579635,1738.446115
73.6984,1308.449189,-1134.831758,1732.016859
73.7184,1243.213987,-1196.455889,1725.423923
73.7384,1174.979963,-1254.291169,1718.669326
73.7584,1103.968551,-1308.189328,1711.755204
73.7784,1030.408587,-1358.015101,1704.683803
73.7984,954.535548,-1403.646606,1697.457483
73.8185,876.590763,-1444.975666,1690.078708
73.8385,796.820607,-1481.908092,1682.550051
73.8585,715.475691,-1514.363914,1674.874183
73.8785,632.810033,-1542.277569,1667.053880
73.8985,549.080222,-1565.598034,1659.092009
73.9185,464.544583,-1584.288918,1650.991534
73.9385,379.462333,-1598.328501,1642.755508
73.9585,294.092741,-1607.709724,1634.387070
73.9785,208.694294,-1612.440130,1625.889443
73.9985,123.523864,-1612.541763,1617.265928
74.0185,38.835889,-1608.051011,1608.519903
